"",BBFB1.M.N.DE.W1.S1.S1.T.A.FA._T.F._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.A.FA._T.F._Z._T._X.N_FLAGS,BBFB1.M.N.DE.W1.S1.S1.T.A.FA.D.F._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.A.FA.D.F._Z._T._X.N_FLAGS,BBFB1.M.N.DE.W1.S1.S1.T.A.FA.P.F._Z._T.M.N,BBFB1.M.N.DE.W1.S1.S1.T.A.FA.P.F._Z._T.M.N_FLAGS,BBFB1.M.N.DE.W1.S1.S1.T.A.FA.F.F7.T._T.T.N,BBFB1.M.N.DE.W1.S1.S1.T.A.FA.F.F7.T._T.T.N_FLAGS,BBFB1.M.N.DE.W1.S1.S1.T.A.FA.O.F._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.A.FA.O.F._Z._T._X.N_FLAGS,BBFB1.M.N.DE.W1.S121.S1.T.A.FA.R.F._Z.X1._X.N,BBFB1.M.N.DE.W1.S121.S1.T.A.FA.R.F._Z.X1._X.N_FLAGS,BBFB1.M.N.DE.W1.S1.S1.T.L.FA._T.F._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.L.FA._T.F._Z._T._X.N_FLAGS,BBFB1.M.N.DE.W1.S1.S1.T.L.FA.D.F._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.L.FA.D.F._Z._T._X.N_FLAGS,BBFB1.M.N.DE.W1.S1.S1.T.L.FA.P.F._Z._T.M.N,BBFB1.M.N.DE.W1.S1.S1.T.L.FA.P.F._Z._T.M.N_FLAGS,BBFB1.M.N.DE.W1.S1.S1.T.L.FA.O.F._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.L.FA.O.F._Z._T._X.N_FLAGS,BBFB1.M.N.DE.W1.S1.S1.T.N.FA._T.F._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.N.FA._T.F._Z._T._X.N_FLAGS
1984-03,9895.188,,1165.512,,1004.897,,-,Nothing exists,4638.297,,3086.482,,7053.252,,272.673,,1449.968,,5330.611,,2841.936,
1984-04,4413.979,,626.517,,1734.300,,-,Nothing exists,-1580.757,,3633.919,,4113.141,,121.920,,787.903,,3203.318,,300.838,
1984-05,5455.957,,862.901,,1248.557,,-,Nothing exists,6829.964,,-3485.465,,1438.380,,421.026,,182.709,,834.645,,4017.577,
1984-06,-324.266,,1160.628,,2405.007,,-,Nothing exists,-3085.972,,-803.929,,793.084,,-843.907,,-555.902,,2192.893,,-1117.350,
1984-07,452.055,,615.145,,1538.080,,-,Nothing exists,-47.130,,-1654.040,,1295.734,,63.095,,133.313,,1099.326,,-843.679,
1984-08,3937.883,,538.704,,1263.635,,-,Nothing exists,1971.287,,164.257,,3706.978,,265.614,,592.391,,2848.973,,230.905,
1984-09,10028.456,,1389.720,,313.689,,-,Nothing exists,14248.808,,-5923.761,,6824.094,,38.785,,-336.616,,7121.925,,3204.362,
1984-10,6858.806,,935.440,,1868.073,,-,Nothing exists,4259.617,,-204.324,,4553.666,,409.643,,3993.520,,150.503,,2305.140,
1984-11,10801.574,,1563.955,,1145.372,,-,Nothing exists,8494.786,,-402.539,,3635.870,,319.523,,2368.647,,947.700,,7165.704,
1984-12,21053.743,,3682.307,,2340.979,,-,Nothing exists,15745.761,,-715.304,,10281.853,,-183.211,,3352.516,,7112.548,,10771.890,
1985-01,-3811.159,,1432.228,,2077.346,,-,Nothing exists,-4868.831,,-2451.902,,-4058.279,,557.945,,3546.190,,-8162.414,,247.120,
1985-02,15282.447,,1102.837,,1650.791,,-,Nothing exists,13865.619,,-1336.800,,8618.472,,467.826,,2298.274,,5852.372,,6663.975,
1985-03,-1924.641,,1067.760,,1672.040,,-,Nothing exists,2348.530,,-7012.971,,-117.959,,238.893,,2311.392,,-2668.244,,-1806.682,
1985-04,7019.485,,1882.351,,1832.722,,-,Nothing exists,1281.925,,2022.487,,248.847,,497.224,,1623.879,,-1872.256,,6770.638,
1985-05,5184.879,,1236.871,,1689.316,,-,Nothing exists,-456.117,,2714.809,,179.580,,554.205,,3382.305,,-3756.930,,5005.299,
1985-06,18373.884,,1118.967,,2443.923,,-,Nothing exists,13424.389,,1386.605,,11764.182,,-128.826,,4746.492,,7146.516,,6609.702,
1985-07,3352.491,,1152.540,,4174.595,,-,Nothing exists,-4669.485,,2694.841,,789.457,,130.451,,4927.188,,-4268.182,,2563.034,
1985-08,7560.211,,1588.328,,3351.329,,-,Nothing exists,163.180,,2457.374,,6911.565,,235.733,,3693.222,,2982.610,,648.646,
1985-09,7048.929,,1288.712,,1857.620,,-,Nothing exists,3254.992,,647.605,,1759.062,,186.013,,3017.718,,-1444.669,,5289.867,
1985-10,16647.515,,1421.815,,4116.089,,-,Nothing exists,13188.290,,-2078.679,,7915.073,,113.658,,3150.774,,4650.641,,8732.442,
1985-11,19271.328,,1362.958,,4096.556,,-,Nothing exists,6618.248,,7193.566,,13787.004,,1.301,,3748.197,,10037.506,,5484.324,
1985-12,23058.289,,2840.179,,2544.076,,-,Nothing exists,18868.094,,-1194.060,,11563.764,,-235.594,,1168.162,,10631.196,,11494.525,
1986-01,6873.031,,-521.957,,1246.174,,-,Nothing exists,2915.866,,3232.948,,3917.610,,2055.116,,10185.979,,-8323.485,,2955.421,
1986-02,15440.269,,1267.098,,1274.986,,-,Nothing exists,12377.615,,520.570,,10346.460,,1129.284,,9080.178,,136.998,,5093.809,
1986-03,21435.874,,1144.355,,1682.563,,-,Nothing exists,19838.384,,-1229.428,,13358.552,,232.183,,5859.846,,7266.523,,8077.322,
1986-04,15117.175,,1247.079,,3890.861,,-,Nothing exists,12223.176,,-2243.941,,7376.296,,127.257,,7520.631,,-271.592,,7740.879,
1986-05,10184.443,,1071.260,,4775.280,,-,Nothing exists,7499.167,,-3161.264,,1491.041,,-390.720,,3565.952,,-1684.191,,8693.402,
1986-06,11689.680,,1700.431,,2393.270,,-,Nothing exists,6438.004,,1157.975,,4603.572,,413.996,,3356.913,,832.663,,7086.108,
1986-07,4815.351,,930.948,,1040.497,,-,Nothing exists,598.400,,2245.506,,-29.794,,134.674,,5282.298,,-5446.766,,4845.145,
1986-08,12616.604,,973.022,,-212.830,,-,Nothing exists,9414.974,,2441.438,,8841.225,,224.043,,6422.960,,2194.222,,3775.379,
1986-09,27038.134,,3015.590,,1917.539,,-,Nothing exists,17798.889,,4306.116,,15952.612,,378.804,,3059.872,,12513.936,,11085.522,
1986-10,17722.305,,2028.504,,1540.969,,-,Nothing exists,5304.273,,8848.559,,10368.563,,695.416,,5533.674,,4139.473,,7353.742,
1986-11,18216.865,,1675.536,,-53.806,,-,Nothing exists,20800.433,,-4205.298,,7950.745,,448.536,,9449.167,,-1946.958,,10266.120,
1986-12,10438.171,,7240.464,,1884.439,,-,Nothing exists,2039.370,,-726.102,,-235.935,,-410.084,,3127.076,,-2952.927,,10674.106,
1987-01,20572.018,,2129.022,,1472.856,,75.787,,-449.191,,17343.544,,15669.841,,593.442,,12512.937,,2563.462,,4902.177,
1987-02,8738.006,,1012.107,,1183.621,,59.747,,5844.862,,637.669,,2217.893,,-101.501,,3711.616,,-1392.222,,6520.113,
1987-03,11882.016,,1052.752,,3112.403,,-15.990,,12281.678,,-4548.827,,7863.512,,419.876,,7721.310,,-277.674,,4018.504,
1987-04,14481.761,,707.157,,3313.349,,33.548,,7646.040,,2781.667,,6408.456,,-77.938,,5194.476,,1291.918,,8073.305,
1987-05,15298.382,,880.530,,2506.065,,67.074,,8443.547,,3401.166,,4916.888,,208.311,,6253.005,,-1544.428,,10381.494,
1987-06,10230.265,,2129.443,,1786.169,,-88.695,,8171.314,,-1767.966,,6284.080,,481.136,,2448.548,,3354.396,,3946.185,
1987-07,5083.609,,885.418,,4984.668,,153.554,,1522.498,,-2462.529,,652.388,,919.031,,2269.771,,-2536.414,,4431.221,
1987-08,1721.217,,1005.451,,2132.389,,140.966,,-2198.128,,640.539,,1522.695,,484.626,,849.939,,188.130,,198.522,
1987-09,14121.066,,1459.713,,2337.311,,104.910,,6493.535,,3725.597,,5085.730,,-220.095,,-1959.576,,7265.401,,9035.336,
1987-10,8772.391,,1071.493,,965.895,,458.511,,4153.743,,2122.749,,3632.552,,572.599,,-7821.339,,10881.292,,5139.839,
1987-11,11229.902,,1914.403,,-1256.874,,104.850,,-2619.132,,13086.655,,-4087.162,,651.116,,2368.682,,-7106.960,,15317.064,
1987-12,1274.001,,1644.592,,2032.920,,85.901,,-5430.454,,2941.042,,-6286.281,,-134.058,,-986.557,,-5165.666,,7560.282,
1988-01,2978.388,,2342.545,,2442.393,,20.393,,-4137.632,,2310.689,,-2926.006,,-200.579,,1185.101,,-3910.528,,5904.394,
1988-02,6117.754,,1087.862,,4822.602,,5.246,,5021.614,,-4819.570,,2026.140,,25.536,,52.028,,1948.576,,4091.614,
1988-03,15201.501,,1598.717,,8544.133,,17.215,,6758.088,,-1716.652,,4671.343,,245.703,,-448.806,,4874.446,,10530.158,
1988-04,8833.814,,1491.467,,6989.202,,87.164,,-1506.878,,1772.859,,-1728.904,,92.948,,1405.832,,-3227.684,,10562.718,
1988-05,8307.847,,1622.897,,5083.210,,149.753,,4450.823,,-2998.836,,1045.309,,-406.606,,-1758.182,,3210.097,,7262.538,
1988-06,10471.857,,3327.196,,4577.344,,-6.437,,11082.888,,-8509.134,,2868.573,,-2392.955,,-986.168,,6247.696,,7603.284,
1988-07,9731.644,,2392.891,,6275.222,,34.521,,8094.121,,-7065.111,,9260.520,,69.377,,-1806.430,,10997.573,,471.124,
1988-08,11779.168,,1681.708,,4647.573,,136.524,,9408.216,,-4094.853,,8878.742,,379.752,,150.462,,8348.528,,2900.426,
1988-09,16579.754,,1832.192,,5235.634,,80.880,,11345.699,,-1914.651,,3771.792,,572.139,,2495.883,,703.770,,12807.962,
1988-10,14061.272,,3282.923,,5277.083,,-9.847,,4503.892,,1007.221,,8874.576,,273.946,,4281.381,,4319.249,,5186.696,
1988-11,17871.710,,2839.066,,7022.528,,107.093,,5972.466,,1930.557,,1670.487,,762.042,,2505.086,,-1596.641,,16201.223,
1988-12,9956.088,,2407.258,,10203.436,,-69.972,,979.591,,-3564.225,,-3175.245,,2623.961,,396.995,,-6196.201,,13131.333,
1989-01,8289.711,,1551.530,,9984.102,,-33.525,,221.447,,-3433.843,,1915.286,,1363.149,,-796.286,,1348.423,,6374.425,
1989-02,11385.760,,1543.511,,5790.981,,27.774,,3225.048,,798.446,,2315.731,,505.008,,-2425.549,,4236.272,,9070.029,
1989-03,24968.805,,2261.581,,6580.141,,51.322,,16085.572,,-9.811,,10590.834,,1786.802,,-1726.772,,10530.804,,14377.971,
1989-04,23917.581,,1434.338,,4496.872,,-21.451,,16095.672,,1912.150,,14046.451,,163.264,,3820.585,,10062.602,,9871.130,
1989-05,22639.836,,2039.975,,-352.850,,-107.887,,20418.463,,642.135,,18354.286,,1075.230,,858.265,,16420.791,,4285.550,
1989-06,25798.072,,2431.556,,2243.973,,196.750,,20570.715,,355.078,,13804.910,,777.445,,5109.375,,7918.090,,11993.162,
1989-07,10221.317,,1901.115,,5676.150,,144.106,,2731.449,,-231.503,,887.567,,715.806,,6162.743,,-5990.982,,9333.750,
1989-08,13930.193,,1896.500,,4832.069,,54.961,,5269.105,,1877.558,,7688.959,,740.555,,5010.228,,1938.176,,6241.234,
1989-09,23340.567,,3208.258,,5827.633,,17.873,,14302.137,,-15.334,,17878.835,,479.769,,3989.429,,13409.637,,5461.732,
1989-10,31920.574,,1732.496,,1616.256,,-179.376,,24758.466,,3992.732,,22247.478,,4290.706,,9267.038,,8689.734,,9673.096,
1989-11,36821.702,,4115.056,,400.722,,-248.241,,33021.839,,-467.674,,19972.741,,1004.040,,11004.587,,7964.114,,16848.961,
1989-12,19728.423,,4736.064,,2247.061,,-249.080,,13009.700,,-15.322,,7439.876,,125.034,,4270.819,,3044.023,,12288.547,
1990-01,20114.987,,3405.662,,1555.239,,-312.850,,14449.186,,1017.750,,8583.590,,-352.111,,3344.460,,5591.241,,11531.397,
1990-02,15492.742,,5365.106,,2280.286,,-125.992,,6051.641,,1921.701,,4837.054,,-652.730,,-4142.869,,9632.653,,10655.688,
1990-03,19883.983,,2047.025,,4969.450,,-87.315,,13483.299,,-528.476,,3304.590,,200.294,,-4190.417,,7294.713,,16579.393,
1990-04,16824.599,,2522.897,,4624.511,,285.558,,8195.998,,1195.635,,7987.016,,2111.426,,-1785.999,,7661.589,,8837.583,
1990-05,14345.027,,2057.503,,2191.257,,21.749,,8320.791,,1753.727,,759.525,,928.402,,2243.105,,-2411.982,,13585.502,
1990-06,5868.296,,2752.693,,1136.940,,-149.952,,1330.165,,798.450,,1290.460,,271.202,,-3324.764,,4344.022,,4577.836,
1990-07,18233.669,,3618.918,,997.854,,134.849,,14986.975,,-1504.927,,9346.424,,1315.925,,3911.423,,4119.076,,8887.245,
1990-08,9156.572,,2549.923,,2985.520,,112.047,,2264.167,,1244.915,,4785.584,,-1495.735,,-3498.990,,9780.309,,4370.988,
1990-09,19226.001,,1621.598,,1340.933,,220.022,,14807.250,,1236.198,,12167.333,,566.447,,-3283.681,,14884.567,,7058.668,
1990-10,13958.336,,2888.274,,808.947,,-57.660,,8577.773,,1741.002,,5779.893,,620.736,,5644.490,,-485.333,,8178.443,
1990-11,22536.360,,3676.171,,500.574,,-1.586,,16967.550,,1393.651,,15507.825,,627.460,,9422.840,,5457.525,,7028.535,
1990-12,17991.688,,7211.758,,-256.940,,-5.630,,9700.704,,1341.796,,15982.919,,662.320,,13074.631,,2245.968,,2008.769,
1991-01,9691.390,,2480.569,,-341.666,,61.661,,6602.125,,888.701,,7808.523,,-492.020,,3747.633,,4552.910,,1882.867,
1991-02,17111.212,,948.741,,2856.856,,23.800,,15226.301,,-1944.486,,17476.894,,919.920,,11549.672,,5007.302,,-365.682,
1991-03,5037.266,,3914.253,,4683.155,,40.987,,4251.557,,-7852.686,,11175.909,,980.991,,-11262.244,,21457.162,,-6138.643,
1991-04,-8074.906,,2554.102,,2589.496,,-132.280,,-12811.281,,-274.943,,-2679.377,,878.584,,320.849,,-3878.810,,-5395.529,
1991-05,-1814.622,,2285.419,,4951.601,,-286.142,,-9922.014,,1156.514,,4171.298,,514.598,,8159.211,,-4502.511,,-5985.920,
1991-06,16026.790,,3612.253,,4002.604,,-883.798,,12544.555,,-3248.824,,15960.135,,935.829,,4029.783,,10994.523,,66.655,
1991-07,-3821.406,,5008.929,,1851.652,,695.389,,-11285.776,,-91.600,,5653.500,,-116.678,,8290.439,,-2520.261,,-9474.906,
1991-08,7750.166,,1761.125,,2542.286,,-54.171,,2424.428,,1076.498,,13240.716,,791.133,,10236.125,,2213.458,,-5490.550,
1991-09,7547.608,,2561.653,,1800.412,,-164.410,,3209.134,,140.819,,5153.168,,237.639,,6490.682,,-1575.153,,2394.440,
1991-10,23048.074,,1914.141,,1705.396,,-54.695,,19081.474,,401.758,,24190.033,,640.655,,12930.001,,10619.377,,-1141.959,
1991-11,19913.444,,4036.251,,3671.064,,-42.270,,11250.382,,998.017,,10661.284,,3011.094,,9883.749,,-2233.559,,9252.160,
1991-12,2296.296,,7528.950,,-1562.123,,168.970,,-2984.818,,-854.683,,4627.756,,-466.641,,4867.816,,226.581,,-2331.460,
1992-01,4227.308,,1845.579,,3090.875,,-566.960,,-1012.588,,870.402,,10441.728,,785.118,,14159.639,,-4503.029,,-6214.420,
1992-02,3863.757,,1721.698,,9384.055,,405.600,,-9324.355,,1676.759,,6608.555,,-552.863,,-1243.544,,8404.962,,-2744.798,
1992-03,5729.015,,2246.315,,4951.489,,-29.134,,-1780.864,,341.209,,1701.486,,412.900,,-6482.204,,7770.790,,4027.529,
1992-04,2663.416,,1876.016,,4985.759,,276.512,,-5705.696,,1230.825,,2576.460,,-440.596,,-996.616,,4013.672,,86.956,
1992-05,-192.654,,1989.813,,2061.546,,280.543,,-2416.987,,-2107.569,,4816.996,,-524.599,,5076.971,,264.624,,-5009.650,
1992-06,7146.681,,2040.098,,9628.768,,-142.806,,-5118.350,,738.971,,6130.287,,-557.539,,1219.767,,5468.059,,1016.394,
1992-07,9828.160,,2516.423,,5611.993,,140.065,,1083.231,,476.448,,9492.812,,-37.509,,10348.132,,-817.811,,335.348,
1992-08,5232.410,,1881.186,,2750.260,,-574.960,,-2694.183,,3870.107,,15702.079,,-280.793,,8586.322,,7396.550,,-10469.669,
1992-09,71465.800,,3680.448,,-3022.332,,32.987,,-6659.110,,77433.807,,66577.091,,-561.959,,30821.634,,36317.416,,4888.709,
1992-10,10667.186,,1981.480,,11269.223,,413.571,,36010.336,,-39007.424,,18612.104,,1032.178,,20849.961,,-3270.035,,-7944.918,
1992-11,13976.686,,1599.629,,10281.732,,275.290,,3515.647,,-1695.612,,13508.773,,215.135,,6571.139,,6722.499,,467.913,
1992-12,28694.932,,6218.757,,9405.016,,-50.140,,4061.179,,9060.120,,26556.465,,-2783.570,,27852.337,,1487.698,,2138.467,
1993-01,5727.329,,2289.000,,13209.937,,-360.489,,1899.443,,-11310.562,,27136.400,,-534.466,,28987.004,,-1316.138,,-21409.071,
1993-02,31980.180,,1552.939,,13368.053,,414.571,,28112.367,,-11467.750,,39734.990,,1588.653,,20472.689,,17673.648,,-7754.810,
1993-03,26864.300,,2958.136,,11281.241,,-591.428,,26713.501,,-13497.150,,28478.993,,319.357,,25897.666,,2261.970,,-1614.693,
1993-04,9986.388,,1693.008,,12153.044,,738.340,,-2362.191,,-2235.813,,14668.623,,155.207,,16504.024,,-1990.608,,-4682.235,
1993-05,19388.313,,1176.581,,6616.528,,-323.826,,10421.090,,1497.940,,22460.210,,185.892,,18527.175,,3747.143,,-3071.897,
1993-06,36158.064,,2452.268,,1545.399,,-66.848,,34266.784,,-2039.539,,38375.201,,401.058,,28815.869,,9158.274,,-2217.137,
1993-07,17436.441,,1898.288,,4178.615,,214.392,,-1071.250,,12216.396,,28749.029,,-511.931,,25650.334,,3610.626,,-11312.588,
1993-08,22766.705,,2425.416,,5591.701,,510.563,,-31953.894,,46192.919,,10675.743,,327.666,,1308.846,,9039.231,,12090.962,
1993-09,7132.825,,2445.189,,-2404.437,,1074.431,,38811.927,,-32794.285,,16443.369,,423.818,,16458.311,,-438.760,,-9310.544,
1993-10,15941.020,,2187.154,,2238.148,,224.484,,22265.891,,-10974.657,,33162.100,,440.376,,21989.373,,10732.351,,-17221.080,
1993-11,26801.869,,1796.125,,-4326.184,,-1570.011,,28424.770,,2477.169,,18423.535,,-409.007,,14719.612,,4112.930,,8378.334,
1993-12,46516.550,,6377.953,,-22766.267,,846.025,,62918.769,,-859.930,,33529.247,,-1650.300,,20992.004,,14187.543,,12987.303,
1994-01,2437.335,,1922.808,,4340.420,,-769.243,,-1531.392,,-1525.258,,34436.274,,647.724,,24312.006,,9476.544,,-31998.939,
1994-02,-2404.911,,962.113,,10079.799,,-695.758,,-13417.789,,666.724,,-2971.514,,281.083,,-9880.636,,6628.039,,566.603,
1994-03,-6405.916,,4705.159,,4925.730,,707.917,,-17596.543,,851.821,,-7552.992,,483.676,,-22535.533,,14498.865,,1147.076,
1994-04,-4754.827,,2525.395,,5024.300,,-1056.712,,-12251.285,,1003.475,,2287.388,,652.532,,-5068.806,,6703.662,,-7042.215,
1994-05,6028.880,,2307.594,,4745.517,,-821.103,,-1650.732,,1447.604,,11700.409,,992.047,,-1385.101,,12093.463,,-5671.529,
1994-06,-10999.075,,3341.214,,-604.665,,-703.487,,-14418.078,,1385.941,,-6429.780,,739.711,,-5136.588,,-2032.903,,-4569.295,
1994-07,3723.674,,1182.137,,3599.427,,94.202,,-2020.753,,868.661,,14459.371,,369.471,,6470.846,,7619.054,,-10735.697,
1994-08,13840.746,,1856.132,,8666.118,,465.870,,1403.007,,1449.619,,17742.617,,475.650,,4829.229,,12437.738,,-3901.871,
1994-09,10253.958,,1292.486,,5579.765,,-161.949,,3664.035,,-120.379,,7469.041,,1088.622,,747.533,,5632.886,,2784.917,
1994-10,13121.257,,2541.156,,4594.352,,476.135,,6062.957,,-553.343,,22321.509,,783.947,,9644.897,,11892.665,,-9200.252,
1994-11,26102.002,,1631.070,,5312.143,,631.951,,20218.906,,-1692.068,,28979.985,,1130.061,,18281.433,,9568.491,,-2877.983,
1994-12,40225.610,,7806.812,,10643.873,,329.621,,28074.399,,-6629.095,,30985.084,,4298.344,,-5385.465,,32072.205,,9240.526,
1995-01,-1917.484,,8070.087,,-2656.490,,-101.549,,-7961.863,,732.331,,6306.365,,2804.139,,596.561,,2905.665,,-8223.849,
1995-02,21914.466,,2349.958,,2843.857,,-123.890,,16406.480,,438.061,,29858.299,,1783.005,,-4802.071,,32877.365,,-7943.833,
1995-03,14913.856,,4540.743,,-950.263,,201.033,,9610.153,,1512.190,,17460.704,,-631.390,,4993.452,,13098.642,,-2546.848,
1995-04,22931.761,,6651.628,,3736.187,,-801.551,,11626.800,,1718.697,,20993.099,,655.639,,6025.561,,14311.899,,1938.662,
1995-05,26659.051,,2704.574,,4304.594,,-438.669,,19066.133,,1022.419,,29355.151,,-127.441,,13823.932,,15658.660,,-2696.100,
1995-06,25561.308,,6973.103,,-147.591,,265.659,,17027.634,,1442.503,,26532.845,,590.433,,14280.891,,11661.521,,-971.537,
1995-07,-2188.298,,1813.171,,-1021.408,,302.363,,-3413.014,,130.590,,2018.877,,3895.553,,3025.811,,-4902.487,,-4207.175,
1995-08,18068.996,,3977.988,,3070.279,,-128.094,,10266.783,,882.040,,32943.077,,658.570,,14937.206,,17347.301,,-14874.081,
1995-09,17520.714,,2075.275,,3306.178,,52.221,,10830.391,,1256.649,,22499.765,,2297.876,,1488.129,,18713.760,,-4979.051,
1995-10,1113.986,,2512.214,,1201.367,,524.403,,-3227.335,,103.337,,12621.317,,2728.390,,1148.197,,8744.730,,-11507.331,
1995-11,26035.856,,3772.257,,2703.627,,971.933,,17160.426,,1427.613,,19696.069,,-233.228,,16600.191,,3329.106,,6339.787,
1995-12,10662.722,,11548.650,,8199.455,,89.319,,-8862.979,,-311.723,,15705.490,,2891.779,,3026.950,,9786.761,,-5042.768,
1996-01,-556.398,,7969.531,,7380.315,,653.486,,-17160.533,,600.803,,19986.602,,-3880.547,,25948.154,,-2081.005,,-20543.000,
1996-02,24149.433,,8180.725,,7750.787,,-247.793,,7903.224,,562.490,,23927.190,,3891.132,,10370.223,,9665.835,,222.243,
1996-03,15592.993,,7814.595,,4008.768,,-196.295,,3504.777,,461.148,,7163.621,,1626.054,,-4558.274,,10095.841,,8429.372,
1996-04,6322.643,,7258.726,,8123.977,,-101.118,,-10090.401,,1131.459,,21952.422,,2834.257,,-1380.403,,20498.568,,-15629.779,
1996-05,24433.259,,8919.065,,1207.232,,-103.705,,16858.734,,-2448.067,,25657.652,,3456.331,,15816.847,,6384.474,,-1224.393,
1996-06,7216.684,,1918.900,,-1656.615,,-694.767,,6888.185,,760.981,,5981.761,,-5358.740,,14688.673,,-3348.172,,1234.923,
1996-07,-5544.084,,2046.929,,7103.017,,-581.208,,-10997.438,,-3115.384,,1367.087,,-4017.962,,16851.026,,-11465.977,,-6911.171,
1996-08,3686.516,,1094.578,,-886.453,,835.924,,1643.723,,998.744,,15943.301,,-738.225,,19039.862,,-2358.336,,-12256.785,
1996-09,14647.469,,11886.693,,-1703.393,,1083.727,,1705.672,,1674.770,,14183.426,,7547.812,,4451.823,,2183.791,,464.043,
1996-10,2025.508,,5071.313,,2480.472,,2094.049,,-8467.610,,847.284,,4470.717,,58.424,,3240.430,,1171.863,,-2445.209,
1996-11,58554.673,,11264.496,,2044.964,,3440.149,,40730.452,,1074.612,,62245.514,,3861.201,,28455.239,,29929.074,,-3690.841,
1996-12,56066.987,,17835.481,,10480.860,,2558.591,,29623.138,,-4431.083,,34826.211,,14446.890,,8423.310,,11956.011,,21240.776,
1997-01,41788.465,,21293.625,,16226.226,,1724.575,,2863.862,,-319.823,,56167.695,,3615.771,,33235.070,,19316.854,,-14379.230,
1997-02,47191.955,,7872.891,,13877.432,,1529.902,,24444.108,,-532.378,,49226.147,,7694.207,,9535.394,,31996.546,,-2034.192,
1997-03,36393.102,,10039.061,,9225.328,,1463.782,,16638.398,,-973.467,,43130.685,,6244.916,,722.859,,36162.910,,-6737.583,
1997-04,28400.604,,9819.437,,13318.030,,-484.364,,6017.937,,-270.436,,29839.778,,5806.814,,886.236,,23146.728,,-1439.174,
1997-05,5889.304,,868.005,,12771.872,,760.199,,-9521.152,,1010.380,,9777.177,,-9153.396,,3941.724,,14988.849,,-3887.873,
1997-06,58925.613,,4720.644,,22273.110,,1458.388,,31185.658,,-712.187,,64599.988,,2642.478,,29475.018,,32482.492,,-5674.375,
1997-07,41857.532,,5088.771,,28366.211,,4353.052,,7338.917,,-3289.419,,23436.041,,-232.221,,27261.851,,-3593.589,,18421.491,
1997-08,-10122.766,,-8655.028,,10678.064,,2384.822,,-12570.895,,-1959.729,,-2314.106,,-14420.352,,6227.832,,5878.414,,-7808.660,
1997-09,34755.349,,17191.415,,10445.266,,818.481,,7052.506,,-752.319,,29706.766,,17555.887,,20742.775,,-8591.896,,5048.583,
1997-10,35952.493,,161.314,,11088.858,,2851.162,,22356.099,,-504.940,,46302.938,,-11186.472,,-4530.748,,62020.158,,-10350.445,
1997-11,43797.185,,3108.678,,7267.513,,-10.064,,33179.532,,251.526,,37972.961,,8086.748,,13665.641,,16220.572,,5824.224,
1997-12,27948.821,,13171.936,,454.606,,-1667.719,,14577.480,,1412.518,,17441.771,,15141.299,,16853.651,,-14553.179,,10507.050,
1998-01,42731.176,,9010.142,,14491.228,,2927.871,,16365.235,,-63.300,,49843.256,,-3462.118,,23885.334,,29420.040,,-7112.080,
1998-02,65966.578,,18485.773,,29209.150,,1109.210,,15691.909,,1470.536,,58819.688,,17132.765,,21761.224,,19925.699,,7146.890,
1998-03,75634.433,,27016.853,,33889.644,,20.848,,13583.409,,1123.679,,81765.500,,34099.263,,-1105.370,,48771.607,,-6131.067,
1998-04,61388.432,,18570.438,,20599.947,,1556.687,,19677.240,,984.120,,37651.766,,2396.542,,14573.382,,20681.842,,23736.666,
1998-05,63034.122,,14470.985,,27687.887,,4849.843,,14988.328,,1037.079,,77346.110,,16452.664,,16040.311,,44853.135,,-14311.988,
1998-06,38062.682,,-3058.876,,26698.120,,2940.031,,11305.610,,177.797,,47924.080,,-1503.686,,40883.215,,8544.551,,-9861.398,
1998-07,-425.867,,-2344.397,,20745.852,,133.503,,-18218.703,,-742.122,,8944.296,,-16636.171,,47663.879,,-22083.412,,-9370.163,
1998-08,26780.273,,-8482.136,,3736.541,,-3016.045,,33387.220,,1154.693,,36114.914,,-13516.462,,32033.566,,17597.810,,-9334.641,
1998-09,28505.330,,24091.980,,12776.899,,-13812.701,,4727.614,,721.538,,49899.480,,18723.276,,11215.715,,19960.489,,-21394.150,
1998-10,47267.142,,-2861.739,,22506.222,,15482.872,,11376.726,,763.061,,32542.766,,-11100.904,,-19800.496,,63444.166,,14724.376,
1998-11,136076.461,,70036.627,,23863.239,,2557.486,,32407.692,,7211.417,,149733.597,,6748.093,,70616.944,,72368.560,,-13657.136,
1998-12,10945.749,,3986.204,,20072.098,,-1391.108,,-5010.510,,-6710.935,,-4181.998,,4483.961,,7379.326,,-16045.285,,15127.747,
1999-01,114184.244,,2419.831,,20487.900,,1265.449,,102455.959,,-12444.895,,79462.374,,2513.390,,16704.284,,60244.700,,34721.870,
1999-02,-26981.677,,10724.728,,15963.602,,-373.143,,-52300.964,,-995.900,,-14269.393,,2591.105,,11035.302,,-27895.800,,-12712.284,
1999-03,25654.525,,15852.379,,23443.286,,-2450.907,,-11294.928,,104.695,,20991.980,,11857.942,,-5257.138,,14391.176,,4662.545,
