名目季節調整系列,,,,,,,,,,,,,,,<参考>,,,,,,,,,,,(単位:10億円),,,,,,
"Nominal, Seasonally Adjusted Series",,,,,,,,,,,,,,,<cf>,,,,,,,,,,,(Billion Yen),,,,,,
,国内総生産(支出側),民間最終消費支出,,,民間住宅,民間企業設備,民間在庫変動,政府最終消費支出,公的固定資本形成,公的在庫変動,財貨・サービス,,,,海外からの所得,,,国民総所得,,国内需要,民間需要,公的需要,,総固定資本形成,,最終需要,,,,,,
7- 9.,"510,997.4 ","289,976.2 ","284,075.9 ","234,753.3 ","16,843.8 ","72,421.5 ","1,986.6 ","97,640.8 ","25,226.3 ",-132.8 ,"7,034.9 ","76,284.5 ","69,249.6 ",,"13,739.9 ","17,805.0 ","4,065.1 ","524,737.3 ",,"503,962.4 ","381,228.1 ","122,734.4 ",,"114,491.5 ",,"509,143.5 ",,,,,,
10-12.,"505,021.0 ","285,521.7 ","279,534.4 ","230,155.8 ","17,394.1 ","72,032.3 ","2,361.4 ","97,492.5 ","24,629.2 ",-47.8 ,"5,637.7 ","75,886.2 ","70,248.5 ",,"13,989.1 ","18,266.2 ","4,277.1 ","519,010.1 ",,"499,383.3 ","377,309.5 ","122,073.9 ",,"114,055.6 ",,"502,707.4 ",,,,,,
2011/ 1- 3.,"498,650.4 ","281,201.6 ","275,042.9 ","225,683.3 ","18,002.4 ","73,478.2 ","1,099.5 ","98,580.7 ","24,280.8 ",-23.6 ,"2,030.8 ","75,724.9 ","73,694.1 ",,"14,673.6 ","18,909.7 ","4,236.1 ","513,324.1 ",,"496,619.6 ","373,781.7 ","122,837.8 ",,"115,761.4 ",,"497,574.5 ",,,,,,
4- 6.,"490,910.0 ","282,610.4 ","276,259.6 ","227,038.1 ","17,658.6 ","71,931.3 ",687.5 ,"98,869.9 ","24,951.2 ",17.0 ,"-5,815.9 ","70,060.8 ","75,876.7 ",,"14,622.9 ","18,677.0 ","4,054.1 ","505,532.9 ",,"496,725.9 ","372,887.8 ","123,838.1 ",,"114,541.1 ",,"490,205.4 ",,,,,,
7- 9.,"501,106.9 ","286,564.5 ","280,056.8 ","230,793.9 ","18,399.6 ","73,821.4 ","1,456.9 ","99,125.9 ","24,288.0 ",84.1 ,"-2,633.6 ","76,069.0 ","78,702.6 ",,"14,561.3 ","18,632.2 ","4,070.9 ","515,668.2 ",,"503,740.4 ","380,242.5 ","123,498.0 ",,"116,509.0 ",,"499,565.8 ",,,,,,
10-12.,"500,065.2 ","288,260.5 ","281,639.4 ","232,346.0 ","18,053.2 ","76,613.7 ",700.0 ,"99,292.9 ","23,422.5 ",13.8 ,"-6,291.5 ","72,424.5 ","78,716.0 ",,"13,750.7 ","17,837.3 ","4,086.6 ","513,815.9 ",,"506,356.7 ","383,627.4 ","122,729.3 ",,"118,089.4 ",,"499,351.4 ",,,,,,
2012/ 1- 3.,"507,374.9 ","289,749.5 ","283,061.6 ","233,702.3 ","17,762.7 ","76,730.2 ","3,480.1 ","100,415.3 ","24,797.9 ",11.0 ,"-5,571.8 ","74,560.4 ","80,132.2 ",,"13,705.5 ","17,873.0 ","4,167.5 ","521,080.4 ",,"512,946.7 ","387,722.5 ","125,224.2 ",,"119,290.8 ",,"503,883.8 ",,,,,,
4- 6.,"500,405.2 ","289,188.7 ","282,411.5 ","233,005.7 ","18,126.9 ","76,479.1 ",316.0 ,"99,223.5 ","25,079.0 ",71.2 ,"-8,079.3 ","73,620.8 ","81,700.1 ",,"13,621.2 ","18,183.0 ","4,561.8 ","514,026.4 ",,"508,484.5 ","384,110.8 ","124,373.7 ",,"119,685.1 ",,"500,018.0 ",,,,,,
7- 9.,"497,554.0 ","286,851.3 ","279,964.5 ","230,544.3 ","18,412.4 ","75,586.9 ","1,190.6 ","99,813.6 ","24,515.6 ",85.5 ,"-8,901.8 ","70,984.6 ","79,886.4 ",,"13,971.3 ","17,996.5 ","4,025.3 ","511,525.3 ",,"506,455.8 ","382,041.2 ","124,414.6 ",,"118,514.9 ",,"496,278.0 ",,,,,,
10-12.,"497,129.8 ","288,911.0 ","281,974.7 ","232,496.0 ","18,916.2 ","75,474.9 ",-370.5 ,"100,312.9 ","24,079.3 ",16.5 ,"-10,210.4 ","69,426.4 ","79,636.7 ",,"14,218.5 ","18,835.9 ","4,617.3 ","511,348.4 ",,"507,340.2 ","382,931.5 ","124,408.7 ",,"118,470.3 ",,"497,483.9 ",,,,,,
2013/ 1- 3.,"502,970.2 ","293,125.4 ","286,202.7 ","236,669.3 ","19,221.2 ","75,634.7 ",195.9 ,"100,461.6 ","24,591.6 ",-102.9 ,"-10,157.4 ","76,390.7 ","86,548.0 ",,"15,525.0 ","20,568.1 ","5,043.1 ","518,495.2 ",,"513,127.6 ","388,177.3 ","124,950.3 ",,"119,447.6 ",,"502,877.3 ",,,,,,
4- 6.,"507,645.7 ","295,061.0 ","288,102.3 ","238,521.7 ","19,550.3 ","78,410.7 ","-2,284.7 ","101,139.4 ","25,582.4 ",57.9 ,"-9,871.2 ","80,969.5 ","90,840.7 ",,"19,232.8 ","25,050.4 ","5,817.6 ","526,878.5 ",,"517,516.9 ","390,737.3 ","126,779.6 ",,"123,543.3 ",,"509,872.5 ",,,,,,
7- 9.,"512,846.2 ","297,178.1 ","290,160.9 ","240,524.9 ","20,440.0 ","79,745.4 ",-705.0 ,"101,339.3 ","27,103.9 ",-58.2 ,"-12,197.3 ","82,065.5 ","94,262.9 ",,"17,442.5 ","24,065.9 ","6,623.5 ","530,288.6 ",,"525,043.5 ","396,658.5 ","128,385.0 ",,"127,289.3 ",,"513,609.4 ",,,,,,
10-12.,"512,402.2 ","298,092.0 ","291,139.3 ","241,498.0 ","21,356.5 ","80,600.7 ",102.3 ,"101,195.0 ","27,683.3 ",94.7 ,"-16,722.2 ","81,608.7 ","98,330.9 ",,"17,694.6 ","23,945.3 ","6,250.7 ","530,096.8 ",,"529,124.4 ","400,151.4 ","128,973.0 ",,"129,640.5 ",,"512,205.3 ",,,,,,
2014/ 1- 3.,"516,740.4 ","304,645.7 ","297,883.0 ","248,249.3 ","21,685.7 ","82,793.5 ","-2,619.1 ","102,080.0 ","27,272.5 ",111.5 ,"-19,229.4 ","86,817.8 ","106,047.1 ",,"17,652.6 ","24,879.2 ","7,226.6 ","534,393.0 ",,"535,969.8 ","406,505.8 ","129,464.0 ",,"131,751.7 ",,"519,248.1 ",,,,,,
4- 6.,"517,918.9 ","295,021.1 ","288,554.4 ","238,993.0 ","20,425.4 ","81,534.6 ","2,918.5 ","103,141.2 ","26,952.8 ",115.6 ,"-12,190.3 ","87,803.9 ","99,994.3 ",,"17,876.5 ","25,476.0 ","7,599.5 ","535,795.4 ",,"530,109.2 ","399,899.6 ","130,209.6 ",,"128,912.7 ",,"514,884.7 ",,,,,,
7- 9.,"518,232.6 ","297,756.7 ","291,529.1 ","242,012.8 ","19,366.6 ","82,314.3 ",-357.6 ,"104,004.6 ","27,783.3 ",194.5 ,"-12,829.9 ","90,933.9 ","103,763.8 ",,"19,777.4 ","27,583.2 ","7,805.8 ","538,009.9 ",,"531,062.5 ","399,080.0 ","131,982.5 ",,"129,464.2 ",,"518,395.6 ",,,,,,
10-12.,"522,042.9 ","298,090.6 ","291,849.0 ","242,382.3 ","19,404.4 ","83,111.0 ","-1,344.3 ","104,370.8 ","27,783.7 ",21.4 ,"-9,394.6 ","95,655.0 ","105,049.6 ",,"22,347.7 ","30,735.3 ","8,387.7 ","544,390.6 ",,"531,437.5 ","399,261.6 ","132,175.9 ",,"130,299.0 ",,"523,365.8 ",,,,,,
2015/ 1- 3.,"534,799.0 ","299,302.0 ","292,798.1 ","243,382.6 ","19,962.8 ","87,422.3 ",-193.0 ,"105,105.3 ","26,753.9 ",89.7 ,"-3,643.9 ","95,291.8 ","98,935.7 ",,"20,126.6 ","28,506.1 ","8,379.5 ","554,925.6 ",,"538,443.0 ","406,494.1 ","131,948.8 ",,"134,139.0 ",,"534,902.4 ",,,,,,
4- 6.,"538,193.5 ","300,645.4 ","293,852.0 ","244,458.2 ","20,330.4 ","86,491.4 ","2,699.8 ","104,902.7 ","26,530.5 ",-50.3 ,"-3,356.2 ","93,547.6 ","96,903.9 ",,"21,426.0 ","29,947.6 ","8,521.6 ","559,619.5 ",,"541,549.8 ","410,166.9 ","131,382.9 ",,"133,352.2 ",,"535,544.1 ",,,,,,
7- 9.,"539,953.0 ","301,494.5 ","294,511.7 ","245,161.9 ","20,489.0 ","87,833.6 ",771.9 ,"105,507.9 ","26,556.6 ",-68.8 ,"-2,631.7 ","95,597.3 ","98,229.0 ",,"21,102.2 ","30,277.0 ","9,174.8 ","561,055.2 ",,"542,584.7 ","410,589.0 ","131,995.7 ",,"134,879.3 ",,"539,249.9 ",,,,,,
10-12.,"539,269.6 ","298,948.3 ","291,835.5 ","242,529.8 ","20,429.1 ","87,313.3 ",976.8 ,"106,725.6 ","27,078.4 ",-42.5 ,"-2,159.3 ","90,825.3 ","92,984.6 ",,"22,020.7 ","31,452.0 ","9,431.3 ","561,290.3 ",,"541,428.9 ","407,667.5 ","133,761.5 ",,"134,820.8 ",,"538,335.4 ",,,,,,
2016/ 1- 3.,"545,157.2 ","298,046.8 ","290,865.9 ","241,633.6 ","20,356.1 ","86,320.8 ","1,131.5 ","108,021.1 ","27,769.6 ",-43.0 ,"3,554.3 ","87,973.8 ","84,419.5 ",,"20,112.0 ","29,281.0 ","9,169.0 ","565,269.2 ",,"541,602.9 ","405,855.3 ","135,747.6 ",,"134,446.5 ",,"544,068.7 ",,,,,,
4- 6.,"543,510.3 ","296,663.7 ","289,387.9 ","240,226.9 ","20,877.1 ","86,227.2 ","2,627.3 ","106,408.6 ","26,807.2 ",-187.6 ,"4,086.9 ","85,635.6 ","81,548.7 ",,"18,971.5 ","28,705.1 ","9,733.7 ","562,481.8 ",,"539,423.4 ","406,395.3 ","133,028.1 ",,"133,911.5 ",,"541,070.7 ",,,,,,
7- 9.,"543,707.3 ","297,274.4 ","289,881.6 ","240,813.5 ","21,222.6 ","86,492.0 ",198.4 ,"106,786.8 ","26,942.4 ",-283.5 ,"5,074.4 ","85,846.3 ","80,771.9 ",,"18,251.8 ","28,292.2 ","10,040.5 ","561,959.1 ",,"538,633.0 ","405,187.3 ","133,445.6 ",,"134,657.0 ",,"543,792.5 ",,,,,,
10-12.,"544,481.2 ","298,822.4 ","291,369.5 ","242,362.0 ","21,459.0 ","87,276.8 ","-1,479.6 ","106,897.9 ","27,079.3 ",-309.6 ,"4,735.1 ","89,815.5 ","85,080.4 ",,"18,472.1 ","28,529.7 ","10,057.6 ","562,953.3 ",,"539,746.1 ","406,078.5 ","133,667.6 ",,"135,815.0 ",,"546,270.4 ",,,,,,
2017/ 1- 3.,"547,286.0 ","300,643.9 ","293,196.6 ","244,234.2 ","21,449.2 ","87,891.0 ",-744.5 ,"107,138.1 ","27,534.2 ",-325.9 ,"3,700.1 ","95,440.3 ","91,740.3 ",,"20,800.6 ","31,228.9 ","10,428.3 ","568,086.6 ",,"543,585.9 ","409,239.6 ","134,346.4 ",,"136,874.3 ",,"548,356.4 ",,,,,,
4- 6.,"551,014.1 ","302,642.3 ","295,151.4 ","246,245.5 ","21,693.8 ","88,800.9 ",48.8 ,"107,073.3 ","27,841.1 ",121.1 ,"2,792.9 ","94,852.1 ","92,059.3 ",,"19,663.3 ","30,339.4 ","10,676.2 ","570,677.4 ",,"548,221.2 ","413,185.8 ","135,035.4 ",,"138,335.8 ",,"550,844.2 ",,,,,,
7- 9.,"557,298.3 ","301,634.7 ","294,067.5 ","245,196.7 ","21,652.8 ","89,875.1 ","2,295.9 ","107,616.9 ","27,521.2 ",88.9 ,"6,612.8 ","98,427.6 ","91,814.8 ",,"21,158.2 ","31,593.3 ","10,435.1 ","578,456.5 ",,"550,685.6 ","415,458.6 ","135,227.0 ",,"139,049.2 ",,"554,913.6 ",,,,,,
10-12.,"556,545.1 ","303,261.6 ","295,767.9 ","246,941.8 ","21,051.9 ","90,429.3 ","3,100.0 ","107,615.0 ","27,592.6 ",101.6 ,"3,393.0 ","100,132.2 ","96,739.2 ",,"20,485.7 ","31,550.9 ","11,065.1 ","577,030.8 ",,"553,152.1 ","417,842.8 ","135,309.3 ",,"139,073.9 ",,"553,343.5 ",,,,,,
2018/ 1- 3.,"557,877.2 ","304,558.8 ","297,291.6 ","248,516.3 ","20,659.7 ","91,335.4 ","1,203.5 ","108,671.8 ","27,944.2 ",62.4 ,"3,441.4 ","101,510.0 ","98,068.5 ",,"19,899.3 ","31,919.8 ","12,020.6 ","577,776.5 ",,"554,435.8 ","417,757.5 ","136,678.3 ",,"139,939.3 ",,"556,611.4 ",,,,,,
4- 6.,"559,542.1 ","304,634.0 ","297,706.1 ","248,974.1 ","20,151.4 ","92,682.7 ","1,953.1 ","108,953.4 ","28,719.7 ",-30.9 ,"2,478.7 ","102,242.5 ","99,763.8 ",,"21,676.5 ","33,605.4 ","11,928.9 ","581,218.6 ",,"557,063.4 ","419,421.2 ","137,642.2 ",,"141,553.8 ",,"557,619.9 ",,,,,,
7- 9.,"554,931.7 ","305,483.0 ","298,833.4 ","250,125.1 ","20,262.5 ","90,394.7 ","2,063.3 ","108,826.2 ","28,372.4 ",-18.7 ,-451.7 ,"102,037.4 ","102,489.1 ",,"21,607.8 ","33,757.3 ","12,149.6 ","576,539.5 ",,"555,383.4 ","418,203.5 ","137,179.8 ",,"139,029.6 ",,"552,887.1 ",,,,,,
10-12.,"552,354.6 ","304,427.0 ","297,783.6 ","249,126.2 ","20,562.2 ","92,282.0 ","3,291.5 ","109,020.5 ","27,947.7 ",-71.4 ,"-5,104.7 ","101,839.3 ","106,944.0 ",,"22,198.7 ","34,587.3 ","12,388.7 ","574,553.3 ",,"557,459.3 ","420,562.7 ","136,896.7 ",,"140,791.8 ",,"549,134.6 ",,,,,,
2019/ 1- 3.,"558,348.8 ","304,910.1 ","298,001.7 ","249,365.6 ","21,137.5 ","92,624.2 ","1,303.5 ","109,636.2 ","28,692.6 ",-152.0 ,196.6 ,"98,828.2 ","98,631.5 ",,"21,443.2 ","33,520.2 ","12,077.0 ","579,792.0 ",,"558,152.2 ","419,975.4 ","138,176.8 ",,"142,454.4 ",,"557,197.4 ",,,,,,
4- 6.,"562,536.4 ","306,535.7 ","299,454.0 ","250,846.2 ","21,531.9 ","92,896.1 ","3,489.5 ","111,116.7 ","28,820.7 ",-13.7 ,"-1,840.6 ","98,135.0 ","99,975.6 ",,"22,112.2 ","34,643.1 ","12,530.9 ","584,648.6 ",,"564,377.0 ","424,453.3 ","139,923.7 ",,"143,248.7 ",,"559,060.6 ",,,,,,
7- 9.,"562,264.0 ","308,317.7 ","301,169.1 ","252,585.8 ","21,721.8 ","94,896.7 ",113.4 ,"111,608.2 ","29,124.7 ",-53.9 ,"-3,464.5 ","96,905.0 ","100,369.5 ",,"22,399.4 ","35,514.9 ","13,115.5 ","584,663.5 ",,"565,728.5 ","425,049.5 ","140,679.0 ",,"145,743.2 ",,"562,204.6 ",,,,,,
10-12.,"550,272.2 ","298,502.7 ","291,060.8 ","242,464.6 ","21,651.1 ","88,547.5 ","1,024.9 ","112,531.2 ","29,549.4 ",20.5 ,"-1,555.1 ","95,975.7 ","97,530.9 ",,"21,499.1 ","34,025.5 ","12,526.5 ","571,771.3 ",,"551,827.3 ","409,726.3 ","142,101.0 ",,"139,748.0 ",,"549,226.8 ",,,,,,
2020/ 1- 3.,"553,079.5 ","300,952.6 ","292,993.6 ","244,417.2 ","20,670.5 ","91,040.9 ",360.1 ,"112,043.9 ","29,598.0 ",24.8 ,"-1,611.3 ","91,872.9 ","93,484.2 ",,"21,316.3 ","32,980.3 ","11,664.0 ","574,395.8 ",,"554,690.8 ","413,024.1 ","141,666.7 ",,"141,309.4 ",,"552,694.6 ",,,,,,
4- 6.,"512,461.6 ","275,083.1 ","266,500.2 ","217,930.6 ","20,471.3 ","83,943.0 ","1,665.8 ","111,633.7 ","30,350.4 ",-16.5 ,"-10,669.1 ","72,817.6 ","83,486.7 ",,"17,724.6 ","28,344.6 ","10,619.9 ","530,186.3 ",,"523,130.7 ","381,163.1 ","141,967.7 ",,"134,764.7 ",,"510,812.4 ",,,,,,
7- 9.,"539,065.0 ","289,463.6 ","280,344.8 ","231,800.6 ","19,549.4 ","83,695.7 ",-72.7 ,"114,509.2 ","30,662.3 ",26.4 ,"1,231.0 ","81,097.2 ","79,866.2 ",,"18,461.8 ","29,173.6 ","10,711.8 ","557,526.8 ",,"537,834.1 ","392,636.1 ","145,198.0 ",,"133,907.5 ",,"539,111.3 ",,,,,,
10-12.,"546,470.4 ","292,214.3 ","282,832.2 ","234,300.8 ","19,463.4 ","84,651.2 ",-480.4 ,"114,516.3 ","31,117.6 ",-89.8 ,"5,077.8 ","89,385.7 ","84,307.8 ",,"20,072.3 ","29,473.5 ","9,401.1 ","566,542.7 ",,"541,392.6 ","395,848.4 ","145,544.1 ",,"135,232.2 ",,"547,040.6 ",,,,,,
2021/ 1- 3.,"542,710.6 ","290,716.6 ","281,347.1 ","232,807.9 ","19,905.1 ","85,436.4 ","-1,024.5 ","114,218.6 ","31,325.1 ",-35.9 ,"2,169.1 ","93,896.7 ","91,727.5 ",,"20,130.6 ","30,586.6 ","10,456.0 ","562,841.1 ",,"540,541.4 ","395,033.6 ","145,507.9 ",,"136,666.6 ",,"543,770.9 ",,,,,,
4- 6.,"545,117.0 ","291,715.9 ","282,368.7 ","233,830.8 ","20,555.0 ","87,839.3 ",41.0 ,"115,649.2 ","30,491.6 ",-9.8 ,"-1,165.2 ","99,572.2 ","100,737.4 ",,"20,576.6 ","31,346.1 ","10,769.5 ","565,693.6 ",,"546,282.1 ","400,151.2 ","146,131.0 ",,"138,885.8 ",,"545,085.8 ",,,,,,
7- 9.,"539,383.3 ","289,271.8 ","279,835.6 ","231,311.9 ","20,888.2 ","86,400.3 ",380.2 ,"117,837.6 ","29,649.1 ",-126.4 ,"-4,917.5 ","101,269.6 ","106,187.1 ",,"20,617.0 ","31,208.6 ","10,591.6 ","560,000.3 ",,"544,300.8 ","396,940.5 ","147,360.3 ",,"136,937.6 ",,"539,129.4 ",,,,,,
10-12.,"541,157.4 ","295,612.9 ","286,072.2 ","237,583.3 ","21,097.0 ","87,168.1 ",-153.1 ,"116,914.3 ","28,582.2 ",17.2 ,"-8,081.2 ","105,549.5 ","113,630.8 ",,"21,774.3 ","33,067.7 ","11,293.4 ","562,931.7 ",,"549,238.6 ","403,724.9 ","145,513.7 ",,"136,847.3 ",,"541,293.3 ",,,,,,
2022/ 1- 3.,"541,970.4 ","298,487.4 ","288,831.2 ","240,354.5 ","21,103.4 ","87,148.7 ","2,284.5 ","118,511.0 ","27,702.9 ",-9.3 ,"-13,258.2 ","108,090.1 ","121,348.4 ",,"23,902.5 ","35,267.4 ","11,364.9 ","565,873.0 ",,"555,228.7 ","409,024.0 ","146,204.6 ",,"135,955.0 ",,"539,695.2 ",,,,,,
＊年率で表示している。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
